cod_aero,aeropuerto,ciudad,pais,latitud,longitud
KTAN,Taunton Municipal King Field,Taunton,EE.UU.,41.87440109,-71.01660156
KPYM,Plymouth Municipal Airport,Plymouth,EE.UU.,41.909,-70.728798
KOQU,Quonset State Airport,North Kingstown,EE.UU.,41.5970993,-71.41210175
KOWD,Norwood Memorial Airport,Norwood,EE.UU.,42.19049835,-71.17289734
OMBY,Sir Bani Yas Airport,Sir Bani Yas Island,Emiratos Árabes Unidos ,24.283611,52.580278
CZBM,Bromont (Roland Desourdy) Airport,Bromont,Canadá ,45.29079819,-72.74140167
EGSM,Beccles Airport,Beccles,Reino Unido ,52.43529892,1.618330002
VDKT,Kratie Airport,Kratie,Camboya ,12.48799992,106.0550003
SCCL,Caldera Airport,Caldera,Chile ,-27.0781002,-70.79530334
SCPE,San Pedro de Atacama Airport,San Pedro de Atacama,Chile ,-22.92169952,-68.15840149
SLCC,Copacabana Airport,Copacabana,Bolivia ,-16.19109917,-69.09559631
ZLGY,Guyuan Liupanshan Airport,Guyuan,China ,36.07888889,106.2169444
EGDA,RAF Brawdy,Brawdy,Reino Unido ,51.88375,-5.119972
ZYCH,Changhai Airport,Changhai,China ,39.26666667,122.6669444
EGKR,Redhill Aerodrome,Redhill,Reino Unido ,51.21360016,-0.138611004
ZYJD,Jiagedaqi Airport,Jiagedaqi District,China ,50.371389,124.1175
YCCA,Chinchilla Airport,Chinchilla,Australia ,-26.77499962,150.6170044
KBAF,Westfield-Barnes Regional Airport,Westfield,EE.UU.,42.157799,-72.715599
NZMK,Motueka Airport,Motueka,Nueva Zelanda ,-41.12329865,172.9889984
YSHR,Shute Harbour Airport,Shute Harbour,Australia ,-20.277221,148.755556
EGTN,Enstone Aerodrome,Enstone,Reino Unido ,51.92816667,-1.4285
KIJD,Windham Airport,Willimantic,EE.UU.,41.74399948,-72.18029785
YSHT,Shepparton Airport,Shepparton,Australia ,-36.42890167,145.3930054
YTEM,Temora Airport,Temora,Australia ,-34.42139816,147.5119934
YGAY,Gayndah Airport,Gayndah,Australia ,-25.61440086,151.6190033
YWCA,Wilcannia Airport,Wilcannia,Australia ,-31.52639961,143.375
YIVO,Ivanhoe Airport,Ivanhoe,Australia ,-32.88330078,144.3099976
YMED,Menindee Airport,Menindee,Australia ,-32.36669922,142.4049988
YPCE,Pooncarie Airport,Pooncarie,Australia ,-33.36669922,142.5879974
YTLP,Tilpa Airport,Tilpa,Australia ,-30.93330002,144.4170074
LSGR,Reichenbach Air Base,Reichenbach im Kandertal,Suiza ,46.61360168,7.677780151
ZUBJ,Bijie Feixiong Airport,Bijie,China ,27.267066,105.472097
KMGJ,Orange County Airport,Montgomery,EE.UU.,41.50999832,-74.26460266
KCXY,Capital City Airport,Harrisburg,EE.UU.,40.21709824,-76.85150146
LTCT,I?d?r Airport,Igdir,Turquía ,39.97662735,43.87664795
LTCS,?anl?urfa GAP Airport,Sanliurfa,Turquía ,37.445663,38.895592
LTBZ,Zafer Airport,Kutahya,Turquía ,39.113079,30.128111
KGHG,Marshfield Municipal George Harlow Field,Marshfield,EE.UU.,42.09830093,-70.67220306
VOYK,Yelahanka Air Force Station,Bangalore,India ,13.13549995,77.60600281
KDXR,Danbury Municipal Airport,Danbury,EE.UU.,41.37149811,-73.48220062
KASH,Boire Field,Nashua,EE.UU.,42.78170013,-71.51480103
YPEC,Lake Macquarie Airport,Lake Macquarie,Australia ,-33.0667,151.647995
KLWM,Lawrence Municipal Airport,Lawrence,EE.UU.,42.71720123,-71.12339783
YBPI,Brampton Island Airport,Brampton Island,Australia ,-20.80330086,149.2700043
KOXC,Waterbury Oxford Airport,Oxford,EE.UU.,41.47859955,-73.1352005
EKEL,Endelave Flyveplads,Endelage,Dinamarca ,55.7565,10.2485
LOIJ,St. Johann In Tirol Airport,St. Johann in Tirol,Austria ,47.5201,12.4497
EDPW,Thalmässing-Waizenhofen Airport,Thalmaessing,Alemania ,49.06416702,11.20916653
CYCN,Cochrane Airport,Cochrane,Canadá ,49.10559845,-81.01360321
KFIT,Fitchburg Municipal Airport,Fitchburg,EE.UU.,42.55410004,-71.75900269
YBLN,Busselton Regional Airport,Brusselton,Australia ,-33.68842316,115.4015961
20GA,Earl L. Small Jr. Field/Stockmar Airport,Villa Rica,EE.UU.,33.75650024,-84.88469696
KVPC,Cartersville Airport,Cartersville,EE.UU.,34.12310028,-84.84870148
YIVL,Inverell Airport,Inverell,Australia ,-29.88829994,151.1439972
YGLI,Glen Innes Airport,Glen Innes,Australia ,-29.67499924,151.6889954
EDQF,Ansbach-Petersdorf Airport,Ansbach,Alemania ,49.361111,10.669444
KPYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,EE.UU.,34.089977,-85.610069
WA44,Maranggo Airport,Sulawesi Tenggara,Indonesia ,-5.764570236,123.9169998
KRMG,Richard B Russell Airport,Rome,EE.UU.,34.3506012,-85.15799713
ZSYC,Yichun Mingyueshan Airport,Yichun,China ,27.8025,114.3062
KGAD,Northeast Alabama Regional Airport,Gadsden,EE.UU.,33.972599,-86.088996
KDKX,Knoxville Downtown Island Airport,Knoxville,EE.UU.,35.96390152,-83.87390137
NZPG,McMurdo Station Pegasus Field,McMurdo Station,Antártida ,-77.96340179,166.5249939
LKKT,Klatovy Airport,Klatovy,República Checa ,49.41830063,13.32190037
KWDR,Barrow County Airport,Winder,EE.UU.,33.98289871,-83.66739655
YFDF,Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia ,-22.290754,119.437143
VNKL,Kangel Danda Airport,Kangel Danda,Nepal ,27.41063331,86.646595
VNBR,Bajura Airport,Bajura,Nepal ,29.50200081,81.66899872
KJYL,Plantation Airpark,Sylvania,EE.UU.,32.64530182,-81.5970993
EKHG,Herning Airport,Herning,Dinamarca ,56.18470001,9.044449806
EDNX,Oberschleißheim Airfield,Schleissheim,Alemania ,48.239445,11.561389
KDNN,Dalton Municipal Airport,Dalton,EE.UU.,34.72290039,-84.87020111
KCTJ,West Georgia Regional O V Gray Field,Carrollton,EE.UU.,33.63100052,-85.15200043
KLGC,LaGrange Callaway Airport,LaGrange,EE.UU.,33.0089,-85.072601
EDWV,Verden-Scharnhorst Airfield,Verden,Alemania ,52.965279,9.282778
YSOL,Solomon Airport,Solomon,Australia ,-22.2554,117.7627
EDNM,Nittenau-Bruck Airport,Nittenau,Alemania ,49.22249985,12.2966671
ROKR,Kerama Airport,Kerama,Japón ,26.16830063,127.2929993
KMLJ,Baldwin County Regional Airport,Milledgeville,EE.UU.,33.154202,-83.240701
UASB,Ekibastuz Airport,Ekibastuz,Kazajstán ,51.5909996,75.21499634
KPIM,Harris County Airport,Pine Mountain,EE.UU.,32.84069824,-84.88240051
KFFC,Peachtree City Falcon Field,Atlanta,EE.UU.,33.3572998,-84.57180023
KGVL,Lee Gilmer Memorial Airport,Gainesville,EE.UU.,34.27259827,-83.8302002
NTTE,Tetiaroa Airport,Tetiaroa,Polinesia francés ,-17.01329994,-149.5870056
KPHD,Harry Clever Field,New Philadelpha,EE.UU.,40.47090149,-81.41970062
KUDG,Darlington County Airport,Darlington,EE.UU.,34.449401,-79.890098
KHXD,Hilton Head Airport,Hilton Head Island,EE.UU.,32.22439957,-80.69750214
KDNL,Daniel Field,Augusta,EE.UU.,33.46649933,-82.03939819
KMRN,Foothills Regional Airport,Morganton,EE.UU.,35.820202,-81.611397
KPBX,Pike County-Hatcher Field,Pikeville,EE.UU.,37.5617981,-82.56639862
GA04,Mallards Landing Airport,Locust Grove,EE.UU.,33.36569977,-84.16519928
KTOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,EE.UU.,34.59379959,-83.29579926
KAFW,Fort Worth Alliance Airport,Fort Worth,EE.UU.,32.98759842,-97.31880188
K57C,East Troy Municipal Airport,East Troy,EE.UU.,42.79719925,-88.37259674
KLWC,Lawrence Municipal Airport,Lawrence,EE.UU.,39.01119995,-95.21659851
KEGT,Wellington Municipal Airport,Wellington,EE.UU.,37.32360077,-97.38829803
YCBB,Coonabarabran Airport,Coonabarabran,Australia ,-31.33250046,149.2669983
KPMP,Pompano Beach Airpark,Pompano Beach,EE.UU.,26.24710083,-80.11109924
FVBM,Bumi Airport,Bumi Hills,Zimbabue ,-16.81699944,28.35000038
YWVA,Warnervale Airport,Warnervale Airport,Australia ,-33.240278,151.429722
GMFB,Bouarfa Airport,Bouarfa,Marruecos ,32.51430556,-1.983055556
HKNI,Nyeri Airport,NYERI,Kenia ,-0.364414006,36.97848511
KEET,Shelby County Airport,Alabaster,EE.UU.,33.17699814,-86.78279877
18AZ,Sky Ranch At Carefree Airport,Carefree,EE.UU.,33.81809998,-111.8980026
FWLK,Likoma Island Airport,Likoma Island,Malawi ,-12.075833,34.737222
KUMP,Indianapolis Metropolitan Airport,Indianapolis,EE.UU.,39.93519974,-86.04499817
VCCS,Sigiriya Air Force Base,Sigiriya,Sri Lanka ,7.956669807,80.72850037
EDHN,Neumünster Airport,Neumuenster,Alemania ,54.07944489,9.941389084
VTPT,Tak Airport,Tak,Tailandia ,16.89599991,99.25330353
CYLS,Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,Canadá ,44.48529816,-79.55560303
CYEE,Huronia Airport,Midland,Canadá ,44.68330002,-79.92829895
CNU8,Markham Airport,Markham,Canadá ,43.93579865,-79.2621994
CND4,Stanhope Municipal Airport,Haliburton,Canadá ,45.11083333,-78.64
CNF4,Kawartha Lakes (Lindsay) Airport,Lindsay,Canadá ,44.3647,-78.783897
CYSN,Niagara District Airport,Saint Catherines,Canadá ,43.19169998,-79.17169952
CNV8,Edenvale Aerodrome,Edenvale,Canadá ,44.441101,-79.962799
CNJ4,Orillia Airport,Orillia,Canadá ,44.67765578,-79.3102169
CLA4,Holland Landing Airpark,Holland Landing,Canadá ,44.08940125,-79.49500275
CNK4,Parry Sound Area Municipal Airport,Parry Sound,Canadá ,45.2575,-79.829697
CYHS,Hanover / Saugeen Municipal Airport,Hanover,Canadá ,44.158298,-81.062798
KLOZ,London-Corbin Airport/Magee Field,London,EE.UU.,37.0821991,-84.0848999
KFBG,Simmons Army Air Field,Fredericksburg,EE.UU.,35.13180161,-78.93669891
KRAC,John H Batten Airport,Racine,EE.UU.,42.76060104,-87.81520081
LKBU,Bubovice Airport,Bubovice,República Checa ,49.97439957,14.17809963
ENRK,Rakkestad Astorp Airport,Rakkestad,Noruega ,59.397499,11.3469
LTCU,Bingöl Çeltiksuyu Airport,Bingol,Turquía ,38.85926056,40.59596252
LTAL,Kastamonu Airport,Kastamonu,Turquía ,41.31420135,33.79579926
EGTR,Elstree Airfield,Elstree,Reino Unido ,51.65579987,-0.325832993
EGCF,Sandtoft Airfield,Sandtoft,Reino Unido ,53.55970001,-0.858332992
KREI,Redlands Municipal Airport,Redlands,EE.UU.,34.08530045,-117.1460037
KRIR,Flabob Airport,Riverside,EE.UU.,33.98970032,-117.4110031
ZBLL,Lüliang Airport,Lvliang,China ,37.683333,111.142778
ZUDC,Daocheng Yading Airport,Daocheng,China ,29.323056,100.053333
ZLXH,Gannan Xiahe Airport,Xiahe city,China ,34.8105,102.6447
ESSZ,Vängsö Airport,Vangso,Suecia ,59.10110092,17.21109962
LICB,Comiso Airport,Comiso,Italia ,36.994601,14.607182
KTIW,Tacoma Narrows Airport,Tacoma,EE.UU.,47.26789856,-122.5780029
KJKA,Jack Edwards Airport,Gulf Shores,EE.UU.,30.29050064,-87.67179871
KHZL,Hazleton Municipal Airport,Hazleton,EE.UU.,40.98680115,-75.99490356
KCBE,Greater Cumberland Regional Airport,Cumberland,EE.UU.,39.61539841,-78.7609024
7FA1,Sugar Loaf Shores Airport,Key West,EE.UU.,24.6487999,-81.57980347
KLNR,Tri-County Regional Airport,Lone Rock,EE.UU.,43.21170044,-90.18160248
KPBH,Price County Airport,Phillips,EE.UU.,45.70899963,-90.40249634
KEFT,Monroe Municipal Airport,Monroe,EE.UU.,42.61489868,-89.5904007
KJOT,Joliet Regional Airport,Joliet,EE.UU.,41.51779938,-88.17549896
EDHP,Pellworm Field,Pellworm,Alemania ,54.5363884,8.680000305
ZWNL,Xinyuan Nalati Airport,Xinyuan,China ,43.4318,83.3786
KVYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,EE.UU.,41.351898,-89.153099
KJXN,Jackson County Reynolds Field,Jackson,EE.UU.,42.25979996,-84.45939636
KVVS,Joseph A. Hardy Connellsville Airport,Connellsville,EE.UU.,39.95920181,-79.65709686
HDOB,Obock Airport,Obock,Djibouti ,11.96700001,43.26699829
HDTJ,Tadjoura Airport,Tadjoura,Djibouti ,11.78299999,42.91699982
MGQC,Santa Cruz del Quiche Airport,Santa Cruz des Quiche,Guatemala ,15.01220036,-91.15059662
BINF,Norðfjörður Airport,Nordfjordur,Islandia ,65.13189697,-13.74639988
LTBE,Bursa Airport,Bursa,Turquía ,40.23329926,29.00919914
KHMZ,Bedford County Airport,Bedford,EE.UU.,40.08530045,-78.5121994
WAJR,Waris Airport,Waris-Papua Island,Indonesia ,-3.235,140.994
KLOM,Wings Field,Philadelphia,EE.UU.,40.13750076,-75.26509857
KOBE,Okeechobee County Airport,Okeechobee,EE.UU.,27.26280022,-80.84980011
YBNS,Bairnsdale Airport,Bairnsdale,Australia ,-37.88750076,147.5679932
KSEF,Sebring Regional Airport,Sebring,EE.UU.,27.45639992,-81.3423996
KAVO,Avon Park Executive Airport,Avon Park,EE.UU.,27.59119987,-81.52780151
KGIF,Winter Haven Regional Airport - Gilbert Field,Winter Haven,EE.UU.,28.062901,-81.753304
KZPH,Zephyrhills Municipal Airport,Zephyrhills,EE.UU.,28.22820091,-82.15589905
KOCF,Ocala International Airport - Jim Taylor Field,Ocala,EE.UU.,29.17259979,-82.22419739
KJES,Jesup Wayne County Airport,Jesup,EE.UU.,31.55400085,-81.88249969
K52A,Madison Municipal Airport,Madison,EE.UU.,33.61209869,-83.46040344
KCCO,Newnan Coweta County Airport,Newnan,EE.UU.,33.31159973,-84.76979828
KHQU,Thomson-McDuffie County Airport,Thomson,EE.UU.,33.52970123,-82.51650238
KAIK,Aiken Regional Airport,Aiken,EE.UU.,33.649399,-81.684998
KCDN,Woodward Field,Camden,EE.UU.,34.28359985,-80.56490326
KLBT,Lumberton Regional Airport,Lumberton,EE.UU.,34.60990143,-79.05940247
KSOP,Moore County Airport,Pinehurst-Southern Pines,EE.UU.,35.23740005,-79.3911972
KRCZ,Richmond County Airport,Rockingham,EE.UU.,34.8913,-79.759598
KDLL,Baraboo Wisconsin Dells Airport,Baraboo,EE.UU.,43.52270126,-89.77020264
KSVH,Statesville Regional Airport,Statesville,EE.UU.,35.76530075,-80.9539032
KBUU,Burlington Municipal Airport,Burlington,EE.UU.,42.69070053,-88.30460358
KLHV,William T. Piper Memorial Airport,Lock Haven,EE.UU.,41.13560104,-77.42230225
KPJC,Zelienople Municipal Airport,Zelienople,EE.UU.,40.80160141,-80.16069794
NTGQ,Pukarua Airport,Pukarua,Polinesia francés ,-18.29560089,-137.0169983
HUKB,Kabale Airport,Kabale,Uganda ,-1.226111,29.96
KLPR,Lorain County Regional Airport,Lorain-Elyria,EE.UU.,41.34429932,-82.17759705
SVSJ,Central Bolívar Airport,Sevilla,España ,8.916666985,-71.93333435
KBKL,Burke Lakefront Airport,Cleveland,EE.UU.,41.51750183,-81.6832962
LRTZ,Tuzla Romania Airport,Tuzla,Rumania ,43.98419952,28.60969925
KDKK,Chautauqua County-Dunkirk Airport,Dunkirk,EE.UU.,42.49330139,-79.27200317
KVAY,South Jersey Regional Airport,Mount Holly,EE.UU.,39.94290161,-74.84570313
SDNS,Samambaia Heliport,Saint Denis,Reunión ,-22.46249962,-43.1305542
SNKV,Fazenda Campo Verde Airport,Sihanoukville,Camboya ,1.042780042,-50.51670074
YPMH,Prominent Hill Airport,Prominent Hill,Australia ,-29.716,135.5244
YCWR,Cowra Airport,Chatsworth,Australia ,-33.84469986,148.6490021
YCOY,Coral Bay Airport,Coral Bay,Australia ,-23.12999916,113.7770004
KLDJ,Linden Airport,Linden,EE.UU.,40.61740112,-74.24459839
KW63,Lake Country Regional Airport,Clarksville,Emiratos Árabes Unidos ,36.59579849,-78.56009674
KANQ,Tri State Steuben County Airport,Angola,EE.UU.,41.639702,-85.083504
KASW,Warsaw Municipal Airport,Warsaw,EE.UU.,41.27470016,-85.84010315
KVNW,Van Wert County Airport,Van Wert,EE.UU.,40.86470032,-84.60939789
KRMY,Brooks Field,Marshall,EE.UU.,42.25120163,-84.95549774
KGVQ,Genesee County Airport,Batavia,EE.UU.,43.03170013,-78.16760254
KCLW,Clearwater Air Park,Clearwater,EE.UU.,27.97669983,-82.75869751
CAB3,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canadá ,48.75,-123.2330017
SMWS,Washabo Airport,Washabo,Suriname ,5.215277,-57.185302
EGHP,Popham Airfield,Popham,Reino Unido ,51.193901,-1.23472
KCGX,Chicago Meigs Airport,Chicago,EE.UU.,41.85879898,-87.60790253
MYAW,Abaco I Walker C Airport,Walker's Cay,Bahamas ,27.26670074,-78.39969635
MYEB,Black Point Airstrip,Black Point,Bahamas ,24.08948845,-76.39791727
SYBT,Bartica A Airport,Bartica,Guayana ,6.358864,-58.655207
KJZP,Pickens County Airport,Jasper,EE.UU.,34.45339966,-84.45739746
FADW,Cape Town Waterfort Heliport,Cap Town,Sudáfrica ,0,0
SPGM,Tingo Maria Airport,Tingo Maria,Perú ,-9.133000374,-75.94999695
KCRE,Grand Strand Airport,North Myrtle Beach,EE.UU.,33.81169891,-78.72389984
ZLZY,Zhangye Ganzhou Airport,Zhangye,China ,38.80189896,100.6750031
KIGQ,Lansing Municipal Airport,Lansing,EE.UU.,41.53490067,-87.52950287
KRNM,Ramona Airport,Ramona,EE.UU.,33.0392,-116.915001
KOEB,Branch County Memorial Airport,Coldwater,EE.UU.,41.9333992,-85.05259705
SCPQ,Mocopulli Airport,Castro,Chile ,-42.340388,-73.715693
KWBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,EE.UU.,41.29719925,-75.85119629
KLNN,Willoughby Lost Nation Municipal Airport,Willoughby,EE.UU.,41.68399811,-81.38970184
KFFT,Capital City Airport,Frankfort,EE.UU.,38.18249893,-84.90470123
KLEW,Auburn Lewiston Municipal Airport,Lewiston,EE.UU.,44.04850006,-70.28350067
KY72,Bloyer Field,Tomah,EE.UU.,43.97499847,-90.48349762
KMKY,Marco Island Executive Airport,Marco Island Airport,EE.UU.,25.995001,-81.672501
KDRM,Drummond Island Airport,Drummond Island,EE.UU.,46.00930023,-83.74389648
KGDW,Gladwin Zettel Memorial Airport,Gladwin,EE.UU.,43.97060013,-84.47499847
KLWA,South Haven Area Regional Airport,South Haven,EE.UU.,42.3512001,-86.25569916
KMFI,Marshfield Municipal Airport,Marshfield,EE.UU.,44.63690186,-90.18930054
KISW,Alexander Field South Wood County Airport,Wisconsin Rapids,EE.UU.,44.36029816,-89.83899689
KCWI,Clinton Municipal Airport,Clinton,EE.UU.,41.83110046,-90.32910156
KBVY,Beverly Municipal Airport,Beverly,EE.UU.,42.58420181,-70.91649628
KPOF,Poplar Bluff Municipal Airport,Poplar Bluff,EE.UU.,36.77389908,-90.32489777
KSMQ,Somerset Airport,Somerville,EE.UU.,40.62599945,-74.67019653
KEPM,Eastport Municipal Airport,Eastport,EE.UU.,44.91009903,-67.01270294
KEOK,Keokuk Municipal Airport,Keokuk,EE.UU.,40.4598999,-91.42849731
KSTP,St Paul Downtown Holman Field,St. Paul,EE.UU.,44.93450165,-93.05999756
0WI8,Oconomowoc Airport,Oconomowoc,EE.UU.,43.13890076,-88.47229767
CYEL,Elliot Lake Municipal Airport,ELLIOT LAKE,Canadá ,46.35139847,-82.56140137
KHAO,Butler Co Regional Airport - Hogan Field,Hamilton,EE.UU.,39.36380005,-84.52200317
KFLD,Fond du Lac County Airport,Fond du Lac,EE.UU.,43.77119827,-88.48840332
KPCZ,Waupaca Municipal Airport,Waupaca,EE.UU.,44.33330154,-89.01979828
KSTE,Stevens Point Municipal Airport,Stevens Point,EE.UU.,44.54520035,-89.53029633
KERY,Luce County Airport,Newberry,EE.UU.,46.31119919,-85.45729828
KGQQ,Galion Municipal Airport,Galion,EE.UU.,40.7533989,-82.72380066
KCKV,Clarksville–Montgomery County Regional Airport,Clarksville,EE.UU.,36.62189865,-87.41500092
YLIL,Lilydale Airport,Lilydale,Australia ,-37.69169998,145.3670044
GMMD,Beni Mellal Airport,Beni Mellal,Marruecos ,32.401895,-6.315905
LTCV,??rnak ?erafettin Elçi Airport,Cizre,Turquía ,37.3647,42.0582
KLPC,Lompoc Airport,Lompoc,EE.UU.,34.66559982,-120.4680023
GQPZ,Tazadit Airport,Zouerat,Mauritania ,22.75639915,-12.48359966
DNAS,Asaba International Airport,Asaba,Nigeria ,6.204167,6.665278
DNAI,Akwa Ibom International Airport,Uyo,Nigeria ,4.8725,8.093
FLKS,Kasama Airport,Kasama,Zambia ,-10.2166996,31.13330078
HTMB,Mbeya Airport,Mbeya,Tanzania ,-8.919444,33.463889
HTMP,Mpanda Airport,Mpanda,Tanzania ,-6.355374,31.084116
HTSO,Songea Airport,Songea,Tanzania ,-10.68299961,35.58300018
HTMG,Morogoro Airport,Morogoro,Tanzania ,-6.79722023,37.65309906
ZSJH,Jiuhuashan Airport,Chizhou,China ,30.7403,117.6856
ZYAS,Anshan Air Base,Anshan,China ,41.105301,122.853996
ZYDQ,Saertu Airport,Daqing,China ,46.74638889,125.1405556
ZUZY,Zunyi Xinzhou Airport,Zunyi,China ,27.5895,107.0007
KMQS,Chester County G O Carlson Airport,Coatesville,EE.UU.,39.97900009,-75.8655014
ZYLD,Lindu Airport,Yinchun,China ,47.75205556,129.019125
ZUAS,Anshun Huangguoshu Airport,Anshun,China ,26.26055556,105.8733333
GASK,Sikasso Airport,Sikasso,Malí ,11.33300018,-5.699999809
YBWW,Toowoomba Wellcamp Airport,Toowoomba,Australia ,-27.558332,151.793335
ZYTN,Tonghua Sanyuanpu Airport,Tonghua,China ,42.25388889,125.7033333
ZSSZ,Suzhou Guangfu Airport,Suzhou,China ,31.2631,120.401001
EGCB,City Airport Manchester,Manchester,Reino Unido ,53.47169876,-2.389719963
EGCV,Sleap Airport,Shrewsbury,Reino Unido ,52.83390045,-2.771670103
EGBM,Tatenhill Airfield,Burton-on-Trent,Reino Unido ,52.81470108,-1.761109948
EGNU,Full Sutton Airfield,York,Reino Unido ,53.980598,-0.864722
EGCJ,Sherburn-In-Elmet Airfield,Leeds,Reino Unido ,53.788458,-1.216877
WAOM,Beringin Airport,Muara Teweh,Indonesia ,-0.940325022,114.8938751
WAJM,Mulia Airport,Mulia,Indonesia ,-3.7018,137.957
WASB,Stenkol Airport,Bintuni,Indonesia ,-2.1033,133.5164
WASW,Wasior Airport,Wasior,Indonesia ,-2.721,134.5061
WIMN,Silangit Airport,Siborong-Borong,Indonesia ,2.25973,98.991898
WITG,Lasikin Airport,Sinabang,Indonesia ,2.410279989,96.32559967
WITC,Seunagan Airport,Nagan Raya,Indonesia ,4.25,96.21700287
WAWB,Betoambari Airport,Bau-Bau,Indonesia ,-5.486879826,122.5690002
WAMK,Kao Airport,Kao,Indonesia ,1.185279965,127.8960037
WAMN,Melangguane Airport,Melonguane,Indonesia ,4.00694,126.672997
WRLA,Sanggata/Sangkimah Airport,Sanggata,Indonesia ,0.3847,117.543
WIPI,Muara Bungo Airport,Muara Bungo,Indonesia ,-1.1278,102.135
WAWH,Selayar/Aroepala Airport,Selayar,Indonesia ,-6.1751,120.4362
WABL,Illaga Airport,Illaga,Indonesia ,-3.97648,137.6225
WAJO,Oksibil Airport,Oksibil,Indonesia ,-4.9071,140.6277
WABN,Kokonau Airport,Kokonau,Indonesia ,-4.71075,136.43515
YCMT,Clermont Airport,Clermont,Australia ,-22.7730999,147.6210022
YWBL,Warrnambool Airport,Warrnambool,Australia ,-38.29529953,142.4470062
YRMD,Richmond Airport,Richmond,Australia ,-20.70190048,143.1150055
YCIN,RAAF Base Curtin,Derby,Australia ,-17.58139992,123.8280029
